depth	Txr0	Txr1	thk	Tmr0	Tmr1	TSr0	TSr1	TSr2	TSr3	Entropy
1.0588433	0.0995457842946	-1.18758261204	-0.0836267042194	-0.120103508234	-1.05427002907	0.201347649097	-0.168077558279	0.840387821198	0.182698607445	3.94998613673
1.0588344	0.0996773317456	-1.18758416176	-1.55865436159	0.0330047160387	-1.34790635109	0.201420247555	-0.168056383729	0.840281963348	0.182694554329	3.94985616788
1.0588267	0.0998088642955	-1.1875846386	-1.56671937936	0.113288022578	-1.27300095558	0.201492786407	-0.168035179377	0.840175926685	0.182690501213	3.94972583336
1.0588175	0.099940314889	-1.18758666515	-1.55564341256	0.11698153615	-1.19197762012	0.201564729214	-0.168013840914	0.840069234371	0.18268597126	3.94959309985
1.0587857	0.10007108748	-1.18761122227	-1.38520572288	0.104214258492	-1.17420494556	0.201630473137	-0.16799031198	0.839951634407	0.182675421238	3.94942654715
1.058777	0.100202471018	-1.18761265278	-1.55953528545	0.0987595766783	-1.18179416656	0.201702594757	-0.167969048023	0.839845359325	0.182671070099	3.94929495005
1.0559589	0.0984692126513	-1.1903731823	0.560656895735	0.0970862656832	-1.18856859207	0.199895977974	-0.167966529727	0.839832723141	0.181922733784	3.94657169826
1.0482718	0.100045986474	-1.19238352776	-0.665119742574	0.0988218188286	-1.19416964054	0.198293447495	-0.167048290372	0.835241556168	0.179801940918	3.9338084222
1.0381796	0.0971748903394	-1.1948479414	0.861463526644	0.0973802134395	-1.19335579872	0.193290293217	-0.166611194611	0.833056032658	0.177077054977	3.92142764503
1.0146667	0.0947383791208	-1.20385873318	0.264084860939	0.0934897363186	-1.19988632202	0.183444499969	-0.165027618408	0.825138092041	0.170672535896	3.88885988236
0.9926994	0.0981941893697	-1.20076692104	0.840927254474	0.097214654088	-1.20444571972	0.177786231041	-0.162558928132	0.812794566154	0.164681255817	3.85191604202
0.9809171	0.100596405566	-1.19469881058	0.376946954445	0.101576022804	-1.19899821281	0.174884438515	-0.161182418466	0.805912077427	0.161489486694	3.83148498286
0.9806099	0.101636782289	-1.18866717815	0.170804340277	0.103289633989	-1.1903835535	0.175313293934	-0.161020129919	0.805100619793	0.161410450935	3.83018117023
0.98050207	0.10122153163	-1.18875813484	1.3550591535	0.101845286787	-1.18735480309	0.175012469292	-0.161076158285	0.805380702019	0.161379277706	3.83041042271
0.9804878	0.0996819213033	-1.1887280941	-1.55132414955	0.0998368039727	-1.18676149845	0.174003899097	-0.161325529218	0.806627631187	0.161367297173	3.83191054107
0.9805633	0.0998269245028	-1.18864440918	1.04724897872	0.0995249077678	-1.18833255768	0.174112856388	-0.161311835051	0.806559145451	0.161388516426	3.8319053772
0.9805525	0.0999662429094	-1.18864667416	-1.55421642621	0.0998387038708	-1.18895196915	0.174195051193	-0.161289393902	0.806446969509	0.161386191845	3.83175788559
0.9805631	0.100106090307	-1.18862771988	1.43577962979	0.1001117751	-1.18889570236	0.174283325672	-0.161269262433	0.806346237659	0.161389648914	3.83164641981
0.98055136	0.10024549067	-1.18863105774	-1.54727429865	0.100264847279	-1.18878149986	0.174365222454	-0.161246657372	0.806233286858	0.161387264729	3.83149695292
0.98051715	0.100384414196	-1.18865680695	-1.38753504045	0.100383661687	-1.18877339363	0.174441039562	-0.161221638322	0.806108176708	0.161378800869	3.83130987542
0.98052776	0.100524224341	-1.18863785267	1.43579958625	0.100521542132	-1.18877291679	0.174529016018	-0.161201506853	0.806007504463	0.161382198334	3.83119813802
0.98051554	0.100663557649	-1.18864166737	-1.54341183143	0.100659914315	-1.18877732754	0.174610972404	-0.161178871989	0.805894374847	0.161379635334	3.83104822245
0.98048025	0.100802391768	-1.18866860867	-1.37917928673	0.100795023143	-1.18880093098	0.174686193466	-0.161153748631	0.805768787861	0.161370813847	3.83085912954
0.9804685	0.100941687822	-1.18867206573	-1.54637415928	0.100936822593	-1.18881094456	0.17476785183	-0.161131218076	0.805656075478	0.161368191242	3.83070981007
0.9804567	0.101080968976	-1.1886755228	-1.54615293351	0.101077578962	-1.18881344795	0.174849629402	-0.16110868752	0.805543422699	0.161365687847	3.8305608122
0.980444	0.0995628237724	-1.18864643574	-1.55161498149	0.0998531207442	-1.18745136261	0.173853397369	-0.161355242133	0.806776225567	0.161354243755	3.83204572282
0.98052335	0.0997038632631	-1.18855857849	1.01370391486	0.0995511859655	-1.18825948238	0.173960804939	-0.16134262085	0.806713163853	0.161376416683	3.83205097337
0.98051184	0.0998431220651	-1.18856155872	-1.54907725036	0.0997435748577	-1.18874824047	0.174042999744	-0.161320105195	0.806600511074	0.161374092102	3.83190258943
0.98049957	0.0999823510647	-1.18856537342	-1.54309156964	0.0999702736735	-1.18878746033	0.174124777317	-0.161297515035	0.806487500668	0.161371469498	3.83175271488
0.98048764	0.100121557713	-1.1885689497	-1.54553890828	0.100130446255	-1.18872618675	0.174206495285	-0.161274880171	0.806374430656	0.161368787289	3.83160243228
0.9804757	0.10026075691	-1.18857240677	-1.54615012334	0.100262843072	-1.18870222569	0.174288332462	-0.161252334714	0.806261658669	0.161366283894	3.83145323515
