Position_x	Position_y	Yaw
0.339635041943	0.561325089461	0.0116148808689
0.339634932212	0.561288896385	0.0116124659206
0.339633893341	0.561254161642	0.0116346736835
0.33963445871	0.561218658978	0.0116440296891
0.339633527673	0.561183068151	0.0116603905033
0.339633499683	0.561149778135	0.0116755985583
0.339632822104	0.561114053764	0.0116736361044
0.339632014879	0.561079458293	0.011693831274
0.339632497003	0.561045454127	0.0117161899521
0.3396320019	0.561011883949	0.0117308363447
0.339631741303	0.56097840097	0.0117549842117
0.339631227865	0.560945468495	0.0117753949201
0.339631252087	0.560908541691	0.0118045505012
0.339631136	0.560872349952	0.0118021579963
0.33963009083	0.560837616755	0.0118243883788
0.339630649911	0.560802115324	0.0118337692804
0.339629712437	0.560766525996	0.0118501518087
0.339629678629	0.560733237276	0.0118653821778
0.339628994623	0.560697514332	0.0118634410801
0.339628181244	0.560662920253	0.0118836593329
0.339628657356	0.560628917299	0.0119060412808
0.339628156185	0.560595348489	0.0119207110186
0.339627889628	0.56056186687	0.0119448805396
0.339627370197	0.560528935767	0.0119653137813
0.339627387884	0.560492010287	0.011994494137
0.339627265417	0.560455819884	0.0119921243637
0.33962621392	0.56042108823	0.0120143776667
0.339626766689	0.560385588032	0.0120237837696
0.33962582275	0.560350000201	0.0120401883148
0.339625783102	0.560316712775	0.0120554412866
0.339625092641	0.560280991257	0.0120535218426
0.339624273083	0.560246398568	0.0120737634899
0.33962474316	0.560212396824	0.0120961690137
0.339624235894	0.560178829378	0.0121108623981
0.339623963354	0.560145349116	0.0121350538689
0.339623437905	0.560112419384	0.0121555099374
0.339623449031	0.560075495225	0.0121847153606
0.339623320161	0.560039306156	0.0121823686067
0.339622262307	0.560004576045	0.0122046451312
0.339622808741	0.559969077078	0.0122140767406
0.339621858309	0.559933490744	0.0122305036054
0.339621812797	0.559900204611	0.0122457794684
0.339621115855	0.559864484517	0.0122438819756
0.339620290092	0.559829893214	0.0122641473285
0.33962075411	0.559795892677	0.012286576734
0.339620240725	0.559762326593	0.0123012940664
0.339619962177	0.559728847686	0.0123255077826
0.339619430684	0.559695919322	0.0123459869713
0.339619435225	0.559658996482	0.0123752177549
0.339619299927	0.559622808745	0.0123728943083
0.339618235688	0.559588080176	0.0123951943549
0.339618775762	0.559552582439	0.0124046517761
0.339617818809	0.559516997601	0.0124211012629
0.339617767412	0.559483712758	0.0124364003057
0.339617063959	0.559447994088	0.0124345250614
0.339616231967	0.559413404168	0.0124548144308
0.33989717603	0.566902397247	0.0160182963685
0.340297541071	0.588532865689	0.016791303283
0.340717343605	0.61352962174	0.0167850927972
0.341136957143	0.63852667985	0.0167725967935
0.341556405005	0.663523230311	0.0167654826719
0.341975602018	0.688520099534	0.0167651976274
0.342394749227	0.713516853959	0.0167629669302
0.342813958539	0.738513556526	0.0167540949098
0.343232950713	0.763510114199	0.0167445733991
0.343651486857	0.788506743284	0.01674098895
0.34406991748	0.813503389084	0.0167401421234
0.344139722707	0.828083445986	0.013926543453
0.343601099854	0.829003618149	0.0467841041315
0.342772397767	0.829155067852	0.0887321280341
0.341950915397	0.829338615315	0.130692035171
0.341137346327	0.829554234443	0.172670030282
0.34033358443	0.829801479733	0.214650870542
0.339540991108	0.830080491559	0.256633423446
0.338761299854	0.830391366907	0.298609102409
0.337996187191	0.830734386451	0.340572929281
0.337247469725	0.831109751464	0.382518614161
0.336516951343	0.831517575732	0.424441682113
0.342675431203	0.838625134671	0.470352326987
0.353780402395	0.859263087679	0.475958712514
0.365235785766	0.881485086501	0.475952465331
0.376690552693	0.903706105704	0.475942117811
0.388144997122	0.925926822193	0.475923142252
0.39959898794	0.948148778973	0.475909896162
0.411052865735	0.970371154434	0.475904849651
0.422506625136	0.992593018885	0.475899382801
0.433960125408	1.01481453238	0.475888744074
0.445413216809	1.03703655668	0.47588054095
0.456866218248	1.05925900029	0.475877799548
0.468319355759	1.08148124514	0.475874300733
0.479772363046	1.10370321621	0.475866891204
0.491225000738	1.12592539821	0.47586003311
0.502676165557	1.14815474999	0.475883590405
0.514136340551	1.17039950126	0.476071826396
0.525594811379	1.19261860657	0.476071593372
0.53705215815	1.21483920411	0.476076677444
0.548509074529	1.23705898112	0.47608821916
0.559966368652	1.2592782266	0.476092997394
0.571424160083	1.28149776658	0.476090373321
0.58288205536	1.30371787566	0.476088574385
0.594339546553	1.32593782253	0.476092032853
0.605796942642	1.34815724036	0.476095620135
0.609362421169	1.35934353393	0.446522014947
0.610104801991	1.35934708132	0.406562814969
0.610921450666	1.35913805228	0.364560392658
0.611743991585	1.3589618914	0.322656850702
0.612573084996	1.35881889157	0.280755299146
0.613407666417	1.35870995944	0.238847658499
0.617344037934	1.36616880961	0.271531639886
0.623914710177	1.38772148728	0.278203386213
0.630781836594	1.41176312723	0.278128342927
0.637645765269	1.43580274893	0.278047294527
0.644508368653	1.45984230589	0.278020537076
0.651370738921	1.48388327617	0.278017672981
0.658232644126	1.50792489983	0.277991276605
0.665093407617	1.53196572628	0.277945170309
0.671953170847	1.55600612689	0.277917585914
0.678812407408	1.58004705506	0.277912398698
0.685671443684	1.60408846549	0.277904642877
0.69253013444	1.62812968467	0.277883203119
0.699388378395	1.65217066822	0.277861482344
0.706246018806	1.67621181927	0.277852556706
0.713103354334	1.70025318605	0.277848938799
0.719960579971	1.72429450246	0.277840474488
0.726817803298	1.74833576449	0.277826982298
0.73367460483	1.77237716594	0.277816689274
0.740530957052	1.79641863992	0.277812506327
0.747387161318	1.82046003366	0.277808971237
0.754243542846	1.84450140193	0.277802408111
0.761099839432	1.86854297093	0.277793050973
0.767955627472	1.8925846161	0.277787129874
0.774811134998	1.91662613633	0.277784199741
0.781666759191	1.9406675602	0.277781515008
0.788522604217	1.96470918859	0.277774970455
0.795378047426	1.98875099406	0.277767991349
0.802231593166	2.01279413034	0.27778926994
0.809072715126	2.03686037847	0.278029756144
0.815940013461	2.0609282376	0.278351733183
0.822830180078	2.08500662776	0.278684863303
0.829710128809	2.1090736955	0.278923123042
0.836595799642	2.13310180935	0.278971647816
0.843479880765	2.1571345099	0.278987952622
0.850364656033	2.18116802877	0.278997146705
0.857249442519	2.20520206807	0.278995315183
0.864133774106	2.2292348915	0.278994713693
