0.6199735	-0.174752250314	0.594835102558	-1.28505320332	0.0	0.0	1.0	0.0	0.0	1.0
0.619971	-0.174751535058	0.594832658768	-1.2869744265	0.0	0.0	1.0	0.0	0.0	1.0
0.61996955	-0.174751132727	0.594831287861	-1.28666662735	0.0	0.0	1.0	0.0	0.0	1.0
0.61996806	-0.174750715494	0.594829857349	-1.28632785654	0.0	0.0	1.0	0.0	0.0	1.0
0.61996573	-0.174750059843	0.594827651978	-1.28460926838	0.0	0.0	1.0	0.0	0.0	1.0
0.619965	-0.174749866128	0.594826936722	-1.29391735353	0.0	0.0	1.0	0.0	0.0	1.0
0.6199532	-0.174746528268	0.594815611839	-1.28426084346	0.0	0.0	1.0	0.0	0.0	1.0
0.61995184	-0.174746155739	0.594814300537	-1.28581714856	0.0	0.0	1.0	0.0	0.0	1.0
0.6199609	-0.174748703837	0.594823002815	-1.28628338968	0.0	0.0	1.0	0.0	0.0	1.0
0.6199591	-0.174748197198	0.594821274281	-1.28335385891	0.0	0.0	1.0	0.0	0.0	1.0
0.6199482	-0.174745127559	0.594810843468	-1.2846717139	0.0	0.0	1.0	0.0	0.0	1.0
0.6199571	-0.174747630954	0.594819366932	-1.28495387708	0.0	0.0	1.0	0.0	0.0	1.0
0.619956	-0.174747318029	0.594818294048	-1.28643447187	0.0	0.0	1.0	0.0	0.0	1.0
0.6199555	-0.174747169018	0.594817817211	-1.28373076395	0.0	0.0	1.0	0.0	0.0	1.0
0.6199493	-0.174745425582	0.594811856747	-1.28632419137	0.0	0.0	1.0	0.0	0.0	1.0
0.6199484	-0.174745172262	0.594811022282	-1.28567544948	0.0	0.0	1.0	0.0	0.0	1.0
0.6199452	-0.174744278193	0.594807982445	-1.28769308535	0.0	0.0	1.0	0.0	0.0	1.0
0.6199427	-0.174743577838	0.594805538654	-1.28878026494	0.0	0.0	1.0	0.0	0.0	1.0
0.6199405	-0.174742951989	0.594803452492	-1.28160524097	0.0	0.0	1.0	0.0	0.0	1.0
0.61993885	-0.174742490053	0.594801843166	-1.28801359141	0.0	0.0	1.0	0.0	0.0	1.0
0.61993736	-0.174742072821	0.594800412655	-1.28136159361	0.0	0.0	1.0	0.0	0.0	1.0
0.6199355	-0.17474155128	0.594798624516	-1.28050141973	0.0	0.0	1.0	0.0	0.0	1.0
0.61993396	-0.174741104245	0.594797134399	-1.27719471708	0.0	0.0	1.0	0.0	0.0	1.0
0.6199228	-0.1747379601	0.594786465168	-1.28477228441	0.0	0.0	1.0	0.0	0.0	1.0
0.6199319	-0.1747405231	0.594795167446	-1.28437001502	0.0	0.0	1.0	0.0	0.0	1.0
0.6199311	-0.174740299582	0.594794392586	-1.28509358097	0.0	0.0	1.0	0.0	0.0	1.0
0.61992973	-0.174739912152	0.594793081284	-1.28214052885	0.0	0.0	1.0	0.0	0.0	1.0
0.61992854	-0.174739584327	0.594791948795	-1.28349962218	0.0	0.0	1.0	0.0	0.0	1.0
0.61991745	-0.174736455083	0.594781339169	-1.28446627094	0.0	0.0	1.0	0.0	0.0	1.0
0.61992663	-0.174739047885	0.594790101051	-1.28447284141	0.0	0.0	1.0	0.0	0.0	1.0
0.6199395	-0.174742668867	0.594802498817	-1.28603296391	0.0	0.0	1.0	0.0	0.0	1.0
0.6199061	-0.174733266234	0.594770431519	-1.28528578832	0.0	0.0	1.0	0.0	0.0	1.0
0.61991	-0.174734354019	0.594774186611	-1.2875380402	0.0	0.0	1.0	0.0	0.0	1.0
0.61990356	-0.174732536077	0.594767987728	-1.28584256974	0.0	0.0	1.0	0.0	0.0	1.0
0.6199125	-0.174735054374	0.594776570797	-1.28482541525	0.0	0.0	1.0	0.0	0.0	1.0
0.6199101	-0.174734383821	0.59477430582	-1.28722460774	0.0	0.0	1.0	0.0	0.0	1.0
0.61990905	-0.174734085798	0.594773232937	-1.29431589634	0.0	0.0	1.0	0.0	0.0	1.0
0.6199062	-0.174733281136	0.594770491123	-1.28280687967	0.0	0.0	1.0	0.0	0.0	1.0
0.6199053	-0.174733027816	0.594769656658	-1.2768488258	0.0	0.0	1.0	0.0	0.0	1.0
0.61990404	-0.174732670188	0.594768464565	-1.28558036965	0.0	0.0	1.0	0.0	0.0	1.0
0.61990243	-0.174732223153	0.594766914845	-1.28985368617	0.0	0.0	1.0	0.0	0.0	1.0
0.6199018	-0.174732029438	0.594766259193	-1.28484224248	0.0	0.0	1.0	0.0	0.0	1.0
0.6198907	-0.174728915095	0.594755649567	-1.28513563648	0.0	0.0	1.0	0.0	0.0	1.0
0.6198896	-0.174728602171	0.594754636288	-1.28360424608	0.0	0.0	1.0	0.0	0.0	1.0
0.6198984	-0.174731075764	0.594763040543	-1.28355957398	0.0	0.0	1.0	0.0	0.0	1.0
0.619897	-0.174730688334	0.59476172924	-1.29129569897	0.0	0.0	1.0	0.0	0.0	1.0
0.6198809	-0.174726158381	0.594746291637	-1.28572199416	0.0	0.0	1.0	0.0	0.0	1.0
0.61987585	-0.174724727869	0.594741404057	-1.28616194089	0.0	0.0	1.0	0.0	0.0	1.0
0.6198882	-0.17472819984	0.594753265381	-1.28501348733	0.0	0.0	1.0	0.0	0.0	1.0
0.6198748	-0.174724429846	0.594740390778	-1.28599545766	0.0	0.0	1.0	0.0	0.0	1.0
0.6198839	-0.174726992846	0.59474915266	-1.28496359327	0.0	0.0	1.0	0.0	0.0	1.0
